tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
386585	Escherichia coli O157:H7 str. Sakai	917115	0	live	argD	ECs2454	bifunctional succinylornithine transaminase/acetylornithine transaminase				NC_002695.1	2430274	2431494	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915934	0	live	argD	ECs4210	acetylornithine aminotransferase				NC_002695.1	4208866	4210086	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912934	0	live	argN1	ECs5404	tRNA				NC_002695.1	1179501	1179577	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912984	0	live	argN2	ECs5409	tRNA				NC_002695.1	1266708	1266784	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917472	0	live	argN4	ECs5454	tRNA				NC_002695.1	2240576	2240652	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912593	0	live	argN5	ECs5472	tRNA				NC_002695.1	2697846	2697922	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913731	0	live	argO1	ECs5405	tRNA				NC_002695.1	1179591	1179667	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914023	0	live	argO2	ECs5410	tRNA				NC_002695.1	1266798	1266874	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913054	0	live	argO3	ECs5430	tRNA				NC_002695.1	1774098	1774174	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917157	0	live	argO4	ECs5436	tRNA				NC_002695.1	1940744	1940820	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917390	0	live	argO5	ECs5447	tRNA				NC_002695.1	2189515	2189591	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917471	0	live	argO6	ECs5453	tRNA				NC_002695.1	2240486	2240562	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913620	0	live	argO7	ECs5471	tRNA				NC_002695.1	2697756	2697832	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914730	0	live	argQ	ECs5505	tRNA				NC_002695.1	3541942	3542018	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912519	0	live	argS	ECs2586	arginyl-tRNA synthetase				NC_002695.1	2561992	2563725	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916955	0	live	argU	ECs5379	tRNA				NC_002695.1	657182	657258	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914727	0	live	argV	ECs5508	tRNA				NC_002695.1	3542401	3542477	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915672	0	live	argW	ECs5488	tRNA				NC_002695.1	3192908	3192982	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915221	0	live	argX	ECs5550	tRNA				NC_002695.1	4775781	4775857	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914728	0	live	argY	ECs5507	tRNA				NC_002695.1	3542260	3542336	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914729	0	live	argZ	ECs5506	tRNA				NC_002695.1	3542121	3542197	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	916853	0	live	arnT	ECs3145	4-amino-4-deoxy-L-arabinose lipid A transferase				NC_002695.1	3101421	3103073	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915913	0	live	aroB	ECs4231	3-dehydroquinate synthase				NC_002695.1	4229594	4230682	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912629	0	live	aroD	ECs2400	3-dehydroquinase				NC_002695.1	2374398	2375156	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915998	0	live	aroE	ECs4147	shikimate 5-dehydrogenase				NC_002695.1	4165032	4165850	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912660	0	live	aroE	ECs2399	quinate/shikimate dehydrogenase				NC_002695.1	2373501	2374367	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915912	0	live	aroK	ECs4232	shikimate kinase I				NC_002695.1	4230739	4231260	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914540	0	live	aroL	ECs0438	shikimate kinase				NC_002695.1	466184	466708	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917725	0	live	artM	ECs0944	arginine transporter permease ArtM				NC_002695.1	1029463	1030131	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917689	0	live	artP	ECs0947	arginine transporter ATP-binding protein				NC_002695.1	1031603	1032331	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917073	0	live	asnB	ECs0704	asparagine synthetase B				NC_002695.1	777676	779340	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917756	0	live	asnC	ECs1013	asparaginyl-tRNA synthetase				NC_002695.1	1117056	1118456	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912299	0	live	asnT	ECs5475	tRNA				NC_002695.1	2713117	2713192	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912991	0	live	asnU	ECs5477	tRNA				NC_002695.1	2729322	2729397	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912839	0	live	asnV	ECs5478	tRNA				NC_002695.1	2731730	2731805	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912947	0	live	asnW	ECs5476	tRNA				NC_002695.1	2727498	2727573	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914128	0	live	aspA	ECs5120	aspartate ammonia-lyase				NC_002695.1	5221342	5222778	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914186	0	live	aspS	ECs2576	aspartyl-tRNA synthetase				NC_002695.1	2550680	2552452	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915308	0	live	aspT	ECs5547	tRNA				NC_002695.1	4740317	4740392	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914020	0	live	aspU	ECs5371	tRNA				NC_002695.1	232257	232333	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914060	0	live	aspV	ECs5372	tRNA				NC_002695.1	240481	240557	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917113	0	live	astD	ECs2452	succinylglutamic semialdehyde dehydrogenase				NC_002695.1	2427768	2429246	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915356	0	live	atpC	ECs4673	ATP synthase F0F1 subunit epsilon				NC_002695.1	4708997	4709416	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915606	0	live	avtA	ECs4455	valine--pyruvate transaminase				NC_002695.1	4485787	4487040	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915247	0	live	bcp	ECs3342	thioredoxin-dependent thiol peroxidase				NC_002695.1	3316573	3317043	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915726	0	live	bcsA	ECs4413	cellulose synthase catalytic subunit				NC_002695.1	4434764	4437382	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917592	0	live	bioD	ECs0856	dithiobiotin synthetase				NC_002695.1	934636	935313	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913895	0	live	bioD	ECs2299	dithiobiotin synthetase				NC_002695.1	2266326	2267021	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914965	0	live	birA	ECs4900	biotin--protein ligase				NC_002695.1	4982099	4983064	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917658	0	live	bssR	ECs0916, yliH	biofilm formation regulatory protein BssR				NC_002695.1	1003536	1003919	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912354	0	live	bssS	ECs1438, yceP	biofilm formation regulatory protein BssS				NC_002695.1	1479842	1480096	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914972	0	live	btuB	ECs4897	vitamin B12/cobalamin outer membrane transporter				NC_002695.1	4972904	4974748	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912713	0	live	btuE	ECs2417	glutathione peroxidase				NC_002695.1	2393272	2393823	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914165	0	live	cadB	ECs5114	lysine/cadaverine antiporter				NC_002695.1	5213147	5214481	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913437	0	live	caiC	ECs0040	crotonobetaine/carnitine-CoA ligase				NC_002695.1	40677	42230	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913432	0	live	carB	ECs0036	carbamoyl phosphate synthase large subunit				NC_002695.1	35191	38412	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912516	0	live	cbl	ECs2783	transcriptional regulator Cbl				NC_002695.1	2729435	2730385	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	916235	0	live	cca	ECs3939	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase				NC_002695.1	3941419	3942657	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917023	0	live	ccrB	ECs0663	camphor resistance protein CrcB				NC_002695.1	738910	739293	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913883	0	live	cdsA	ECs0177	CDP-diglyceride synthase				NC_002695.1	199021	199878	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913139	0	live	chaB	ECs1722	cation transport regulator				NC_002695.1	1717461	1717691	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917011	0	live	citG	ECs0652	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase				NC_002695.1	727985	728863	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917013	0	live	citX	ECs0653	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase				NC_002695.1	728838	729389	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917711	0	live	clpA	ECs0968	ATP-dependent Clp protease ATP-binding protein				NC_002695.1	1054339	1056615	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914593	0	live	clpP	ECs0491	ATP-dependent Clp protease proteolytic subunit				NC_002695.1	522729	523352	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917706	0	live	clpS	ECs0967	ATP-dependent Clp protease adaptor protein ClpS				NC_002695.1	1053988	1054308	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914594	0	live	clpX	ECs0492	ATP-dependent protease ATP-binding protein ClpX				NC_002695.1	523478	524752	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913102	0	live	cls	ECs1749	cardiolipin synthetase				NC_002695.1	1750029	1751489	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917734	0	live	cmk	ECs0993	cytidylate kinase				NC_002695.1	1090844	1091527	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916372	0	live	cmtB	ECs3809	mannitol phosphotransferase subunit EIIA				NC_002695.1	3819498	3819941	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915539	0	live	coaD	ECs4509	phosphopantetheine adenylyltransferase				NC_002695.1	4553684	4554163	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913615	0	live	coaE	ECs0107	dephospho-CoA kinase				NC_002695.1	117088	117708	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913691	0	live	cobS	ECs2787	adenosylcobinamide-GDP ribazoletransferase				NC_002695.1	2733949	2734692	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913061	0	live	cobT	ECs2786	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase				NC_002695.1	2732858	2733937	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912633	0	live	cobU	ECs2788	adenosylcobinamide kinase/adenosylcobinamide phosphate guanyltransferase				NC_002695.1	2734689	2735234	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914491	0	live	codB	ECs0389	cytosine permease				NC_002695.1	411901	413160	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914641	0	live	copA	ECs0537	copper exporting ATPase				NC_002695.1	574564	577068	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913944	0	live	cpdB	ECs5191	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein				NC_002695.1	5290085	5292028	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914983	0	live	cpxA	ECs4837	two-component sensor protein				NC_002695.1	4903562	4904935	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915059	0	live	cpxP	ECs4839	repressor CpxP				NC_002695.1	4905780	4906280	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912415	0	live	csgC	ECs1421	autoagglutination protein				NC_002695.1	1464103	1464435	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917022	0	live	cspE	ECs0662	cold shock protein CspE				NC_002695.1	738647	738856	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916541	0	live	csrB	ECs5510	miscRNA				NC_002695.1	3646556	3646924	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915191	0	live	cyaA	ECs4736	adenylate cyclase				NC_002695.1	4784811	4787357	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915190	0	live	cyaY	ECs4738	frataxin-like protein				NC_002695.1	4787397	4787717	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914496	0	live	cynX	ECs0394	cyanate transporter				NC_002695.1	416768	417922	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912818	0	live	cysB	ECs1847	transcriptional regulator CysB				NC_002695.1	1834562	1835536	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915573	0	live	cysE	ECs4485	serine acetyltransferase				NC_002695.1	4528573	4529394	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915926	0	live	cysG	ECs4219	siroheme synthase				NC_002695.1	4217734	4219107	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914659	0	live	cysJ	ECs3619	sulfite reductase subunit alpha				NC_002695.1	3610217	3612016	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915515	0	live	cysM	ECs3292	cysteine synthase B				NC_002695.1	3262103	3263014	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914673	0	live	cysN	ECs3605	sulfate adenylyltransferase subunit 1				NC_002695.1	3594515	3595942	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	916943	0	live	cysS	ECs0588	cysteinyl-tRNA synthetase				NC_002695.1	647063	648448	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912419	0	live	cysT	ECs5467	tRNA				NC_002695.1	2614186	2614259	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915509	0	live	cysW	ECs3294	sulfate/thiosulfate transporter permease				NC_002695.1	3264235	3265110	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	912747	0	live	dacD	ECs2812	D-alanyl-D-alanine carboxypeptidase				NC_002695.1	2753888	2755054	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913184	0	live	dadX	ECs1685	pseudo				NC_002695.1	1680399	1681470	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915253	0	live	dapA	ECs3340	4-hydroxy-tetrahydrodipicolinate synthase				NC_002695.1	3314977	3315855	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913832	0	live	dapD	ECs0168	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase				NC_002695.1	188609	189433	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915186	0	live	dapF	ECs4739	diaminopimelate epimerase				NC_002695.1	4788420	4789244	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916917	0	live	dcd	ECs2872	deoxycytidine triphosphate deaminase				NC_002695.1	2817481	2818062	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917020	0	live	dcuC	ECs0660	C4-dicarboxylate transporter DcuC				NC_002695.1	735938	737323	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	914533	0	live	ddl	ECs0431	D-alanyl-alanine synthetase A				NC_002695.1	459608	460702	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913558	0	live	ddl	ECs0096	D-alanine--D-alanine ligase				NC_002695.1	106838	107758	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915993	0	live	def	ECs4152	peptide deformylase				NC_002695.1	4168702	4169211	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913506	0	live	deoA	ECs5341	thymidine phosphorylase				NC_002695.1	5476199	5477392	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913500	0	live	deoD	ECs5343	purine nucleoside phosphorylase				NC_002695.1	5478724	5479443	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913819	0	live	dgt	ECs0164	deoxyguanosinetriphosphate triphosphohydrolase				NC_002695.1	183436	184953	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	912928	0	live	dicF1	ECs5402	miscRNA				NC_002695.1	1165731	1165783	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917418	0	live	dicF2	ECs5450	miscRNA				NC_002695.1	2201444	2201496	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914206	0	live	dicF3	ECs5459	miscRNA				NC_002695.1	2250670	2250722	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913088	0	live	dicF4	ECs5427	miscRNA				NC_002695.1	1762085	1762135	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915524	0	live	dinD	ECs4520	DNA-damage-inducible protein D				NC_002695.1	4561620	4562444	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917619	0	live	dinG	ECs0877	ATP-dependent DNA helicase DinG				NC_002695.1	957510	959660	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914141	0	live	dipZ	ECs5117	thiol:disulfide interchange protein				NC_002695.1	5217796	5219493	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913460	0	live	djlA	ECs0060	Dna-J like membrane chaperone protein				NC_002695.1	62339	63154	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916279	0	live	dkgA	ECs3896	2,5-diketo-D-gluconic acid reductase A				NC_002695.1	3896980	3897807	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	914031	0	live	dkgB	ECs0203	2,5-diketo-D-gluconic acid reductase B				NC_002695.1	232496	233299	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913772	0	live	dksA	ECs0149	RNA polymerase-binding transcription factor				NC_002695.1	164471	164926	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913016	0	live	dnaA	ECs4637	chromosomal replication initiation protein				NC_002695.1	4668559	4669962	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913906	0	live	dnaE	ECs0186	DNA polymerase III subunit alpha				NC_002695.1	208469	211951	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916216	0	live	dnaG	ECs3949	DNA primase				NC_002695.1	3950638	3952383	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913406	0	live	dnaK	ECs0014	molecular chaperone DnaK				NC_002695.1	12180	14096	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	917019	0	live	dpiA	ECs0659	two-component response regulator DpiA				NC_002695.1	735217	735897	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	915714	0	live	dppD	ECs4421	peptide ABC transporter ATP-binding protein				NC_002695.1	4445011	4445994	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915721	0	live	dppF	ECs4420	peptide ABC transporter ATP-binding protein				NC_002695.1	4444010	4445014	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	917002	0	live	dsbG	ECs0643	disulfide isomerase/thiol-disulfide oxidase				NC_002695.1	719297	720043	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913317	0	live	dsrA	ECs5469	miscRNA				NC_002695.1	2649773	2649859	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	915531	0	live	dut	ECs4515	deoxyuridine 5'-triphosphate nucleotidohydrolase				NC_002695.1	4557791	4558246	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916211	0	live	ebgA	ECs3958	cryptic beta-D-galactosidase subunit alpha				NC_002695.1	3962164	3965256	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	916212	0	live	ebgC	ECs3959	cryptic beta-D-galactosidase subunit beta				NC_002695.1	3965253	3965702	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717077	0	live	ECp021.1n	ECp021.1n	hypothetical protein				NC_002128.1	23288	23482	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717075	0	live	ECp023	ECp023	hypothetical protein				NC_002128.1	23965	24195	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717076	0	live	ECp025.2n	ECp025.2n	hypothetical protein				NC_002128.1	26726	26926	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717073	0	live	ECp042	ECp042	hypothetical protein				NC_002128.1	40047	40268	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717072	0	live	ECp054	ECp054	hypothetical protein				NC_002128.1	47639	47872	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717079	0	live	ECp070	ECp070	hypothetical protein				NC_002128.1	70210	70422	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717074	0	live	ECp072	ECp072	hypothetical protein				NC_002128.1	71174	71383	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	2717078	0	live	ECp088.2c	ECp088.2c	hypothetical protein				NC_002128.1	85124	85396	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913390	0	live	ECs0003	ECs0003	homoserine kinase				NC_002695.1	2818	3750	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913393	0	live	ECs0004	ECs0004	threonine synthase				NC_002695.1	3751	5037	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913394	0	live	ECs0005	ECs0005	hypothetical protein				NC_002695.1	5251	5547	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913395	0	live	ECs0006	ECs0006	hypothetical protein				NC_002695.1	5700	6476	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913398	0	live	ECs0007	ECs0007	inner membrane transport protein				NC_002695.1	6546	7976	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913400	0	live	ECs0008	ECs0008	transaldolase B				NC_002695.1	8255	9208	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913402	0	live	ECs0010	ECs0010	hypothetical protein				NC_002695.1	9945	10511	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913404	0	discontinued	ECs0011	ECs0011	hypothetical protein				NC_002695.1	10742	11362	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913403	0	live	ECs0012	ECs0012	hypothetical protein				NC_002695.1	10660	11373	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913405	0	live	ECs0013	ECs0013	hypothetical protein				NC_002695.1	11399	11803	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913407	0	live	ECs0015	ECs0015	molecular chaperone DnaJ				NC_002695.1	14185	15315	plus	0		
386585	Escherichia coli O157:H7 str. Sakai	913408	0	live	ECs0016	ECs0016	Gef protein				NC_002695.1	15419	15628	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913413	0	live	ECs0019	ECs0019	hypothetical protein				NC_002695.1	18326	18853	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913415	0	live	ECs0021	ECs0021	hypothetical protein				NC_002695.1	18959	19285	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913416	0	live	ECs0022	ECs0022	outer membrane usher protein				NC_002695.1	19298	21748	minus	0		
386585	Escherichia coli O157:H7 str. Sakai	913417	0	live	ECs0023	ECs0023	fimbrial chaperone				NC_002695.1	21761	22444	minus	0		
