pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Phenolic Compound Degradation	0.345882352941176	0.759899434318039	-0.735991379310345	-1.12584967188628	146	2	mhpA, mhpB
L-alanine Biosynthesis	0.351351351351351	0.759899434318039	-0.661099699571586	-1.12584506174808	142	3	dadX
Thiazole Biosynthesis	0.351351351351351	0.759899434318039	-0.661272923408846	-1.12614005991837	142	3	thiG, thiF, thiH
L-arginine Biosynthesis 	0.368421052631579	0.787658802177858	0.617749711202875	1.09703383590739	223	4	carA, carB, argC
Metabolic Clusters 	0.376	0.794727272727273	0.483572989128925	1.08835215541462	234	9	cmk, nrdF, nrdB, dut, thyA, tmk, gmk
Porphyrin Compound Biosynthesis	0.382352941176471	0.799074686054197	-0.808396124865447	-1.0692110820525	194	1	cysG
6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis	0.388235294117647	0.802352941176471	-0.801937567276642	-1.06066878312798	197	1	folE
Pyrimidine Deoxyribonucleoside Degradation	0.407843137254902	0.814375627109368	-0.793326157158235	-1.04927905122862	207	1	deoA
Pyrimidine Nucleotide Degradation 	0.407843137254902	0.814375627109368	-0.793326157158235	-1.04927905122862	207	1	deoA
 Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis	0.415094339622642	0.814375627109368	0.502968455693963	1.06662270932397	263	7	nrdF, nrdB, dut, thyA, tmk, ndk
Lactose Degradation	0.415686274509804	0.814375627109368	-0.790096878363832	-1.04500790176636	211	1	lacZ
L-methionine <i>De Novo</i> Biosynthesis 	0.415944540727903	0.814375627109368	0.704613962935157	1.05269827680747	239	2	thrA, metH
Sucrose Biosynthesis 	0.428076256499133	0.829397746967071	0.700431034482759	1.0464489519211	246	2	pgi, pgk
CO<sub>2</sub> Fixation	0.44	0.832560903149138	-0.679956896551724	-1.04013344503696	186	2	pflD, pflA
Pyruvate Fermentation to Ethanol	0.44	0.832560903149138	-0.679956896551724	-1.04013344503696	186	2	pflD, pflA
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	0.443137254901961	0.832560903149138	-0.779332615715823	-1.03077073689216	225	1	thiC
L-phenylalanine Biosynthesis 	0.4608	0.84996191926885	0.452261959636446	1.01788207705525	287	9	aroB, aroE, pheA, pheA, aroK, aroD
Sugar Degradation 	0.461538461538462	0.84996191926885	-0.394618247005493	-0.994882578773142	173	9	lldD, fucI, gatY, nagA, glk
Glycine Biosynthesis	0.48780487804878	0.88118377785897	0.761033369214209	1.00798520269348	239	1	glyA
T3SS (Curated)	0.488514548238897	0.88118377785897	0.407435075251982	1.00364973850207	318	12	grlA, escU, cesD, escC, espA, eivJ1
Urea Degradation	0.504201680672269	0.88118377785897	0.604852972745751	1.00371003172924	299	3	ureA, ureB, ureC
L-isoleucine Biosynthesis 	0.509243697478992	0.88118377785897	0.60302049622438	1.00066916865956	302	3	thrA, ilvH, ilvM
 L-tyrosine Biosynthesis	0.52	0.88118377785897	0.444276079881157	0.972571892887208	324	8	aroB, aroE, pheA, aroK, aroD, aroL, tyrA
|Respiration|	0.52	0.88118377785897	-0.647305177093621	-0.990185947455026	220	2	sucA
Galactose Degradation	0.52156862745098	0.88118377785897	-0.747039827771798	-0.988059242269555	265	1	galM
Cardiolipin Biosynthesis	0.531372549019608	0.88118377785897	-0.741657696447793	-0.980940659832454	270	1	cls
"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis "	0.532154340836013	0.88118377785897	0.515302668565548	0.995715047980449	330	5	citG, acpS, acpP
L-serine Biosynthesis	0.538617886178862	0.88118377785897	0.730893433799785	0.968064996646214	264	1	serB
L-asparagine Biosynthesis 	0.550813008130081	0.88118377785897	0.727664155005382	0.963787831712578	270	1	asnB
L-histidine Biosynthesis	0.551126516464471	0.88118377785897	0.643318965517241	0.961123114302922	317	2	hisD, hisG
L-threonine Degradation	0.557739557739558	0.88118377785897	-0.535059331175836	-0.911199787470659	226	3	pflD, pflA, tdh
Anaerobic Respiration	0.564986737400531	0.88118377785897	-0.381390136281095	-0.912819615665142	212	8	fumC, gltA
Carbohydrate Biosynthesis 	0.565040650406504	0.88118377785897	0.720129171151776	0.953807780200762	277	1	pgi
GDP-sugar Biosynthesis	0.565040650406504	0.88118377785897	0.720129171151776	0.953807780200762	277	1	pgi
Amino Acid Biosynthesis 	0.566489361702128	0.88118377785897	-0.415982914839802	-0.911117501460518	212	6	aspA, ansB
L-rhamnose Degradation	0.568627450980392	0.88118377785897	-0.72443487621098	-0.958161196033732	289	1	rhaB
Formaldehyde Assimilation	0.573170731707317	0.88118377785897	0.716899892357374	0.949530615267126	281	1	pfkA
Tetrapyrrole Biosynthesis	0.5792	0.88118377785897	0.424372415926631	0.929000462859235	361	8	gltU, gltV, gltX, gltW, gltT, hemA
Anhydromuropeptide Recycling	0.581176470588235	0.88118377785897	-0.607875889958095	-0.929870770902498	246	2	nagA
Phospholipid Biosynthesis 	0.594736842105263	0.88118377785897	-0.433513513513514	-0.891412519168174	225	5	cls, gpsA, pssA, acpP, cdsA
 Vitamin B<sub>6</sub> Biosynthesis	0.603119584055459	0.88118377785897	0.619612068965517	0.925704842084054	347	2	pdxA, pdxK
Vitamin B<sub>6</sub> Biosynthesis	0.603119584055459	0.88118377785897	0.619612068965517	0.925704842084054	347	2	pdxA, pdxK
Siderophore Biosynthesis 	0.611785095320624	0.88118377785897	0.616379310344828	0.920875077690572	352	2	entE, entF
L-Ornithine Biosynthesis	0.630588235294118	0.88118377785897	-0.569171743616555	-0.870664845827542	267	2	argD
 Pyrimidine Nucleotide Salvage	0.638655462184874	0.88118377785897	0.54682787479535	0.907421552496836	379	3	cmk, tmk, ndk
 Sugar Alcohol Degradation 	0.642172523961661	0.88118377785897	0.439269427373974	0.89496063115336	401	6	eno, pfkA, pgk, tpiA, gpmA
L-valine Biosynthesis	0.642980935875217	0.88118377785897	0.602370689655172	0.89994609865215	370	2	ilvH, ilvM
Metabolic Regulator Biosynthesis	0.649411764705882	0.88118377785897	-0.558189655172414	-0.853865490537473	275	2	relA, ndk
Chorismate Biosynthesis 	0.653354632587859	0.88118377785897	0.436171977331561	0.888649935092641	408	6	aroB, aroE, aroK, aroD, aroL
Phosphopantothenate Biosynthesis	0.663529411764706	0.88118377785897	-0.545258620689655	-0.834084822803014	281	2	panC, panB
Nucleic Acid Processing	0.668977469670711	0.88118377785897	0.59375	0.887066726936198	385	2	rph, cca
Heme <i>b</i> Biosynthesis 	0.678132678132678	0.88118377785897	-0.473570658036677	-0.806485295765362	275	3	hemE, hemH, hemG
 Thiamine Salvage	0.689774696707106	0.88118377785897	0.587176369674427	0.877245676431787	397	2	pdxK, thiE
NAD Metabolism	0.689774696707106	0.88118377785897	0.587284482758621	0.877407198149234	397	2	pntA, pntB
(5Z)-dodecenoate Biosynthesis	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
Adenosylcobalamin Biosynthesis from Cobyrinate Diamide	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
Fatty Acid Biosynthesis 	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
Palmitate Biosynthesis	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
Stearate Biosynthesis	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
Unsaturated Fatty Acid Biosynthesis	0.690789473684211	0.88118377785897	0.493520518358531	0.876420818230149	419	4	fabA, fabZ, acpP, fabG
L-tyrosine Biosynthesis	0.693240901213172	0.88118377785897	0.585166881459845	0.874243486733553	399	2	pheA, tyrA
Taurine Degradation	0.696078431372549	0.88118377785897	-0.66307857911733	-0.877009356250786	354	1	tauD
L-asparagine Degradation	0.708235294117647	0.88118377785897	-0.521290311643869	-0.797420381298069	300	2	ansB
 L-tryptophan Biosynthesis	0.710875331564987	0.88118377785897	-0.341648590021692	-0.817702150551388	267	8	ubiC, aroG, trpA, aroL, aroD, aroK, aroE, aroB
Fermentation to Alcohols 	0.712765957446808	0.88118377785897	-0.367084807344851	-0.804017137629218	267	6	fadA, gldA
Carnitine Degradation	0.741869918699187	0.88118377785897	0.638320775026911	0.845452935215324	364	1	caiC
3-Dehydroquinate Biosynthesis	0.743500866551127	0.88118377785897	0.563148333981649	0.841347620049977	428	2	aroB, aroG
Adenine and Adenosine Salvage	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Adenosine Nucleotide Degradation	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Guanine and Guanosine Salvage 	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Guanosine Nucleotide Degradation	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Nucleoside and Nucleotide Degradation 	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Purine Nucleotide Degradation	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Purine Nucleotide Salvage	0.750980392156863	0.88118377785897	-0.640473627556512	-0.847111310014964	382	1	deoD
Fermentation to Lactate 	0.7536	0.88118377785897	0.367914363762336	0.805407235249859	470	8	eno, pgi, pfkA, pgk, tpiA, gpmA
L-lysine Biosynthesis	0.758223684210526	0.88118377785897	0.458543005018615	0.814305830664919	460	4	thrA, dapD, dapA
 Phosphatidylserine Biosynthesis	0.762745098039216	0.88118377785897	-0.636167922497309	-0.841416444065283	388	1	pssA
Phosphatidylethanolamine Biosynthesis 	0.762745098039216	0.88118377785897	-0.636167922497309	-0.841416444065283	388	1	pssA
Thiamine Salvage	0.772357723577236	0.882103648692283	0.618945102260495	0.81978994561351	379	1	pdxK
Fatty Acid and Lipid Biosynthesis	0.773026315789474	0.882103648692283	0.450323974082073	0.799710024511974	469	4	lpxD, acpP, birA, lpxC
NAD Biosynthesis	0.780487804878049	0.88518738845925	0.616792249730893	0.816938502324419	383	1	nadE
 Purine Nucleotide Salvage	0.788235294117647	0.886481802426343	-0.491379310344828	-0.751665373909435	334	2	ndk, gmk
CDP-diacylglycerol Biosynthesis	0.800693240901213	0.886481802426343	0.533405172413793	0.796911124924534	461	2	cdsA, acpP
Lipoate Biosynthesis	0.800693240901213	0.886481802426343	0.533405172413793	0.796911124924534	461	2	lipB, acpP
Phosphatidylglycerol Biosynthesis 	0.800693240901213	0.886481802426343	0.533405172413793	0.796911124924534	461	2	cdsA, acpP
Reactive Oxygen Specie Degradation	0.815686274509804	0.897737556561086	-0.597416576964478	-0.79016265051816	415	1	katE
 Lipopolysaccharide Biosynthesis	0.828571428571429	0.90655462184874	0.455610405391934	0.756052718689932	492	3	lpxD, acpP, lpxC
UDP-<i>N</i>-acetyl-D-glucosamine Biosynthesis	0.856152512998267	0.927513368983957	0.505387931034483	0.755053166847689	493	2	pgi, glmU
Sulfur Compound Metabolism 	0.86436170212766	0.927513368983957	-0.321039523412761	-0.703165245511481	324	6	cysN, cysJ
Aromatic Compound Biosynthesis	0.876949740034662	0.927513368983957	0.492456896551724	0.735734109273761	505	2	acpP, fabG
Palmitoleate Biosynthesis	0.876949740034662	0.927513368983957	0.492456896551724	0.735734109273761	505	2	acpP, fabG
 Interconversions	0.877310924369748	0.927513368983957	0.42972202034266	0.713092804545394	521	3	acpS, acpP, acpD
ADP-sugar Biosynthesis	0.877647058823529	0.927513368983957	-0.435344827586207	-0.665949147060114	372	2	gmhA, rfaD
Generation of Precursor Metabolite and Energy 	0.8928	0.938196610169492	0.304769869112493	0.667176609141355	557	8	eno, pgi, pfkA, pgk, tpiA, gpmA
 pyruvate fermentation to lactate 	0.916243654822335	0.95632582322357	-0.319796667415847	-0.607569041869135	360	4	lldD
Fatty Acid Biosynthesis Initiation	0.920731707317073	0.95632582322357	0.532831001076426	0.705732214049891	452	1	acpP
L-cysteine Biosynthesis	0.925476603119584	0.95632582322357	0.451019136235527	0.673825800363857	533	2	cysM, cysE
L-proline Biosynthesis	0.954939341421144	0.981318881239408	0.420382483257142	0.628054422710272	550	2	proA, proC
Glycine Degradation	0.962352941176471	0.983503555268261	-0.37176724137931	-0.568694197365691	408	2	gcvT, lpdA
Folate Transformations	0.972677595628415	0.985561877667141	-0.240520043336945	-0.552374000395642	355	7	metF, gcvT, metH, thyA, lpdA, purU, glyA
Carboxylate Degradation	0.980263157894737	0.985561877667141	0.29530344703885	0.524416065902963	595	4	aceF, aceE, lpdA
Acetyl-CoA Biosynthesis 	0.980263157894737	0.985561877667141	0.29530344703885	0.524416065902963	595	4	aceF, aceE, lpdA
Envelope Repair (Curated)	0.9872	0.9872	0.218744315381533	0.49231626348492	616	9	dsbA, degP, rseP, degS, clpX, rseB
