pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Fatty Acid Biosynthesis 	0.864661654135338	0.955124968442312	0.437238493723849	0.738010976378253	459	2	fabA, fabZ
Palmitate Biosynthesis	0.864661654135338	0.955124968442312	0.437238493723849	0.738010976378253	459	2	fabA, fabZ
Siderophore Biosynthesis 	0.864661654135338	0.955124968442312	0.43375779552338	0.7321359367505	459	2	entE, entF
Stearate Biosynthesis	0.864661654135338	0.955124968442312	0.437238493723849	0.738010976378253	459	2	fabA, fabZ
Unsaturated Fatty Acid Biosynthesis	0.864661654135338	0.955124968442312	0.437238493723849	0.738010976378253	459	2	fabA, fabZ
L-valine Biosynthesis	0.869306930693069	0.955124968442312	-0.559498956158664	-0.751937294023336	438	1	ilvH
Carboxylate Degradation	0.877682403433476	0.955124968442312	-0.319327731092437	-0.683515977565412	408	4	sucA, lpdA, aceE, aceF
 pyruvate fermentation to lactate 	0.877682403433476	0.955124968442312	-0.319327731092437	-0.683515977565412	408	4	lldD, lpdA, aceE, aceF
Acetyl-CoA Biosynthesis 	0.877682403433476	0.955124968442312	-0.319327731092437	-0.683515977565412	408	4	sucA, lpdA, aceE, aceF
Envelope Repair (Curated)	0.914893617021277	0.984986844141774	-0.251054852320675	-0.640045041100793	429	6	fadL, fadR, degS, rseP, degP, dsbA
 Interconversions	0.934653465346535	0.984986844141774	-0.528183716075157	-0.709851251447403	471	1	acpS
"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis "	0.934653465346535	0.984986844141774	-0.528183716075157	-0.709851251447403	471	1	acpS
 Sugar Alcohol Degradation 	0.947368421052632	0.984986844141774	0.226985857375247	0.563735347466285	503	6	eno, pfkA, pgk, tpiA, gpmA
 Vitamin B<sub>6</sub> Biosynthesis	0.949248120300752	0.984986844141774	0.378661087866109	0.639138692461549	504	2	pdxA, pdxK
Vitamin B<sub>6</sub> Biosynthesis	0.949248120300752	0.984986844141774	0.378661087866109	0.639138692461549	504	2	pdxA, pdxK
L-serine Biosynthesis	0.951710261569417	0.984986844141774	0.526096033402923	0.703229436255204	472	1	serB
L-asparagine Biosynthesis 	0.961770623742455	0.986545121066535	0.521920668058455	0.697648250253179	477	1	asnB
Carbohydrate Biosynthesis 	0.979879275653924	0.986545121066535	0.511482254697286	0.683695285248115	486	1	pgi
GDP-sugar Biosynthesis	0.979879275653924	0.986545121066535	0.511482254697286	0.683695285248115	486	1	pgi
UDP-<i>N</i>-acetyl-D-glucosamine Biosynthesis	0.979879275653924	0.986545121066535	0.511482254697286	0.683695285248115	486	1	pgi
Formaldehyde Assimilation	0.987927565392354	0.987927565392354	0.507306889352818	0.67811409924609	490	1	pfkA
