pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
fucose degradation	0.141221374045802	0.607251908396947	-0.945533769063181	-1.24316478990492	73	1	fucI
molybdenum cofactor biosynthesis	0.150537634408602	0.617355747387551	-0.867830385961481	-1.30125200765724	69	2	moaA
alanine degradation I	0.150537634408602	0.617355747387551	-0.868143260750052	-1.30172114189518	69	2	dadX
trehalose biosynthesis V	0.152671755725191	0.617355747387551	-0.938997821350762	-1.23457148490558	79	1	malS
thiosulfate disproportionation III (rhodanese)	0.154580152671756	0.617355747387551	-0.937908496732026	-1.23313926740569	80	1	sseA
galactitol degradation	0.156488549618321	0.617355747387551	-0.93681917211329	-1.2317070499058	81	1	gatY
flavin biosynthesis I (bacteria and plants)	0.165116279069767	0.617355747387551	-0.796433990546455	-1.33384269441458	70	3	ribB
glycerol degradation V	0.166030534351145	0.617355747387551	-0.934640522875817	-1.22884261490602	86	1	gldA
glycerol degradation II	0.166030534351145	0.617355747387551	-0.934640522875817	-1.22884261490602	86	1	gldA
methylglyoxal degradation III	0.166030534351145	0.617355747387551	-0.934640522875817	-1.22884261490602	86	1	gldA
ubiquinol-8 biosynthesis (prokaryotic)	0.169847328244275	0.617355747387551	-0.933551198257081	-1.22741039740613	88	1	ubiA
glycogen biosynthesis I (from ADP-D-Glucose)	0.16989247311828	0.617355747387551	-0.857142857142857	-1.28522679287207	78	2	glgC, glgA
D-gluconate degradation	0.173664122137405	0.619312602291326	-0.932461873638344	-1.22597817990624	90	1	gntK
glycogen degradation II	0.177480916030534	0.619312602291326	-0.930283224400871	-1.22311374490645	92	1	malQ
glycolysis II (from fructose-6P)	0.180032733224223	0.619312602291326	0.649890590809628	1.23744021990275	109	5	eno, pfkA, pgk, tpiA, gpmA
glycolysis I (from glucose-6P)	0.180032733224223	0.619312602291326	0.649890590809628	1.23744021990275	109	5	eno, pfkA, pgk, tpiA, gpmA
4-hydroxybenzoate biosynthesis II (bacteria and fungi)	0.183206106870229	0.621936520691041	-0.927015250544662	-1.21881709240678	95	1	ubiC
glycogen degradation I	0.187096774193548	0.626895684960201	-0.846237731733915	-1.26887530695767	86	2	malQ, glk
"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation"	0.193548387096774	0.632094732543895	-0.844056706652127	-1.26560500977479	89	2	nagA, nagB
<i>N</i>-acetylglucosamine degradation I	0.193548387096774	0.632094732543895	-0.844056706652127	-1.26560500977479	89	2	nagA, nagB
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	0.204013377926421	0.632165132165132	0.683952089843945	1.21116341521373	121	4	nrdF, nrdB, ndk
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I	0.204013377926421	0.632165132165132	0.683952089843945	1.21116341521373	121	4	nrdF, nrdB, ndk
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	0.204013377926421	0.632165132165132	0.683952089843945	1.21116341521373	121	4	nrdF, nrdB, ndk
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	0.204013377926421	0.632165132165132	0.683952089843945	1.21116341521373	121	4	nrdF, nrdB, ndk
leucine biosynthesis	0.205821205821206	0.632165132165132	0.901960784313726	1.21830398744421	98	1	leuD
guanosine ribonucleotides <i>de novo</i> biosynthesis	0.21571906354515	0.654770804642927	0.676522422685678	1.19800673189786	128	4	guaA, hisH, gmk, ndk
fructose degradation	0.226611226611227	0.665934065934066	0.887799564270152	1.19917602628868	108	1	fruK
homoserine biosynthesis	0.232848232848233	0.665934065934066	0.874727668845316	1.18151944676051	111	1	thrA
threonine biosynthesis	0.232848232848233	0.665934065934066	0.874727668845316	1.18151944676051	111	1	thrA
pyrimidine nucleobases salvage I	0.232848232848233	0.665934065934066	0.876906318082789	1.1844622100152	111	1	upp
pyrimidine nucleobases salvage II	0.232848232848233	0.665934065934066	0.876906318082789	1.1844622100152	111	1	upp
trehalose degradation II (trehalase)	0.234883720930233	0.665934065934066	-0.751091703056769	-1.25790485193919	100	3	glk, treF, galM
pyruvate oxidation pathway	0.237918215613383	0.667205430741878	0.789531079607416	1.17516654155358	127	2	aceF, aceE
2-methylcitrate cycle I	0.245161290322581	0.672225117248567	-0.810250817884406	-1.21491540344014	113	2	prpE, prpB
glutamine biosynthesis I	0.245322245322245	0.672225117248567	0.866013071895425	1.16974839374172	117	1	glnA
superpathway of thiamin diphosphate biosynthesis I	0.247524752475248	0.672225117248567	-0.663387978142076	-1.2328123052911	99	4	thiC, thiG, thiF, thiH
3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	0.253488372093023	0.68125	-0.739082969432314	-1.23779300110877	108	3	mhpA, mhpD, mhpB
8-amino-7-oxononanoate biosynthesis I	0.259197324414716	0.682539682539683	0.658637783437072	1.16633606216257	154	4	bioC, fabZ, acpP, fabG
glycolysis III (from glucose)	0.259259259259259	0.682539682539683	0.558473886202322	1.18391247012087	160	7	eno, pgi, pfkA, pgk, tpiA, gpmA
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II	0.26731078904992	0.691933471933472	0.553016456732687	1.17234322943919	165	7	atpC, nrdF, nrdB, adk, fliI
vibriobactin biosynthesis	0.268191268191268	0.691933471933472	0.857298474945534	1.15797734072294	128	1	entE
CMP phosphorylation	0.276951672862454	0.707460708896168	0.761800456361547	1.13389128152053	148	2	cmk, ndk
gluconeogenesis I	0.284280936454849	0.71173836558452	0.649180327868852	1.14958850870769	169	4	eno, pgi, pgk, gpmA
UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis	0.286902286902287	0.71173836558452	0.850762527233115	1.14914905095885	137	1	wecC
enterobacterial common antigen biosynthesis	0.286902286902287	0.71173836558452	0.850762527233115	1.14914905095885	137	1	wecC
biotin biosynthesis from 8-amino-7-oxononanoate I	0.305343511450382	0.743119266055046	-0.882352941176471	-1.16009617491127	159	1	bioD
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I	0.308064516129032	0.743119266055046	0.56368018116834	1.13881704632233	190	6	atpC, nrdF, nrdB, adk, fliI
adenosylcobalamin salvage from cobinamide I	0.313953488372093	0.743119266055046	-0.704597640398984	-1.18003805249836	134	3	cobT, cobU
"adenosylcobalamin biosynthesis from cobyrinate <i>a,c</i>-diamide II"	0.313953488372093	0.743119266055046	-0.704597640398984	-1.18003805249836	134	3	cobT, cobU
"adenosylcobalamin biosynthesis from cobyrinate <i>a,c</i>-diamide I"	0.313953488372093	0.743119266055046	-0.704597640398984	-1.18003805249836	134	3	cobT, cobU
sulfate activation for sulfonation	0.333969465648855	0.78197528383402	-0.869281045751634	-1.14290956491259	174	1	cysN
superpathway of serine and glycine biosynthesis I	0.336431226765799	0.78197528383402	0.735005452562705	1.0940086312253	180	2	glyA, serB
arginine biosynthesis I (via L-ornithine)	0.347826086956522	0.801242236024845	0.622775145233726	1.10282939845043	207	4	carA, carB, argC
glutathione redox reactions II	0.358778625954198	0.804291192225507	-0.859477124183007	-1.13001960741357	187	1	grxA
arsenate detoxification II (glutaredoxin)	0.358778625954198	0.804291192225507	-0.859477124183007	-1.13001960741357	187	1	grxA
4-aminobutyrate degradation II	0.370229007633588	0.804291192225507	-0.84640522875817	-1.11283299741489	193	1	gabD
glutamate degradation IX (via 4-aminobutyrate)	0.370229007633588	0.804291192225507	-0.84640522875817	-1.11283299741489	193	1	gabD
4-hydroxyphenylacetate degradation	0.370229007633588	0.804291192225507	-0.84640522875817	-1.11283299741489	193	1	gabD
trehalose degradation I (low osmolarity)	0.372137404580153	0.804291192225507	-0.845315904139434	-1.111400779915	194	1	glk
glucose and glucose-1-phosphate degradation	0.372137404580153	0.804291192225507	-0.845315904139434	-1.111400779915	194	1	glk
superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	0.376237623762376	0.804291192225507	-0.584727806998575	-1.08663355301163	151	4	aspA, ansB
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	0.383252818035427	0.804291192225507	0.504019804271257	1.06847490313709	237	7	nrdF, nrdB, dut, thyA, tmk, ndk
alanine biosynthesis I	0.383720930232558	0.804291192225507	-0.666260263535728	-1.11583181487032	164	3	dadX
thiazole biosynthesis I (E. coli)	0.388372093023256	0.804291192225507	-0.662663755458515	-1.10980849582426	166	3	thiG, thiF, thiH
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	0.391397849462366	0.804291192225507	-0.738276990185387	-1.10699559640508	181	2	mhpA, mhpB
superpathway of methionine biosynthesis (transsulfuration)	0.395910780669145	0.804291192225507	0.709592951766804	1.05618374827402	212	2	thrA, metH
homoserine and methionine biosynthesis	0.395910780669145	0.804291192225507	0.709592951766804	1.05618374827402	212	2	thrA, metH
superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	0.395910780669145	0.804291192225507	0.709592951766804	1.05618374827402	212	2	thrA, metH
pyridoxal 5'-phosphate biosynthesis I	0.413721413721414	0.827990074441687	0.790849673202614	1.06822306145471	198	1	pdxA
sucrose biosynthesis I (from photosynthesis)	0.41635687732342	0.827990074441687	0.703380588876772	1.04693704323489	223	2	pgi, pgk
&gamma;-glutamyl cycle	0.417204301075269	0.827990074441687	-0.730643402399128	-1.095549556265	193	2	pepN, ggt
siroheme biosynthesis	0.42175572519084	0.830633412971272	-0.811546840958606	-1.06700203741839	220	1	cysG
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.433206106870229	0.844998004366915	-0.805010893246187	-1.05840873241905	226	1	folE
biotin biosynthesis I	0.443535188216039	0.844998004366915	0.548859898211369	1.04507023604136	270	5	bioC, fabZ, acpP, fabG
pyruvate fermentation to acetate II	0.447552447552448	0.844998004366915	0.632096069868996	1.03183923473005	255	3	aceF, aceE, lpdA
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)	0.450081833060556	0.844998004366915	0.472366958599831	1.0313273635551	274	8	nrdF, nrdB, dut, thyA, tmk, dcd, ndk
pyrimidine deoxyribonucleosides degradation	0.454198473282443	0.844998004366915	-0.796296296296296	-1.04695099241993	237	1	deoA
superpathway of pyrimidine deoxyribonucleosides degradation	0.454198473282443	0.844998004366915	-0.796296296296296	-1.04695099241993	237	1	deoA
tetrahydromonapterin biosynthesis	0.456106870229008	0.844998004366915	-0.79520697167756	-1.04551877492004	238	1	folX
folate polyglutamylation	0.461538461538462	0.844998004366915	0.764705882352941	1.03290990239835	221	1	glyA
glycine biosynthesis I	0.461538461538462	0.844998004366915	0.764705882352941	1.03290990239835	221	1	glyA
lactose degradation III	0.461832061068702	0.844998004366915	-0.793028322440087	-1.04265433992026	241	1	lacZ
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	0.475190839694656	0.844998004366915	-0.782135076252723	-1.02833216492135	248	1	thiC
serine biosynthesis	0.503118503118503	0.844998004366915	0.734204793028322	0.991711216832605	241	1	serB
urea degradation II	0.503496503496504	0.844998004366915	0.608449586699765	0.993238505726228	287	3	ureA, ureB, ureC
2-oxopentenoate degradation	0.50381679389313	0.844998004366915	-0.76797385620915	-1.00971333742278	263	1	mhpD
reductive monocarboxylic acid cycle	0.505376344086022	0.844998004366915	-0.681570338058888	-1.02196786965019	234	2	pflD, pflA
threonine degradation I	0.505376344086022	0.844998004366915	-0.681570338058888	-1.02196786965019	234	2	pflD, pflA
pyruvate fermentation to acetate IV	0.505376344086022	0.844998004366915	-0.681570338058888	-1.02196786965019	234	2	pflD, pflA
pyruvate fermentation to ethanol I	0.505376344086022	0.844998004366915	-0.681570338058888	-1.02196786965019	234	2	pflD, pflA
superpathway of asparagine biosynthesis	0.509355509355509	0.844998004366915	0.730936819172113	0.987297071950561	244	1	asnB
asparagine biosynthesis II	0.509355509355509	0.844998004366915	0.730936819172113	0.987297071950561	244	1	asnB
asparagine biosynthesis I	0.509355509355509	0.844998004366915	0.730936819172113	0.987297071950561	244	1	asnB
isoleucine biosynthesis I	0.513986013986014	0.844998004366915	0.604803493449782	0.987286590743436	293	3	thrA, ilvH, ilvM
"superpathway of leucine, valine, and isoleucine biosynthesis"	0.513986013986014	0.844998004366915	0.604803493449782	0.987286590743436	293	3	leuD, ilvH, ilvM
GDP-mannose biosynthesis	0.523908523908524	0.844998004366915	0.723311546840959	0.976997400559124	251	1	pgi
colanic acid building blocks biosynthesis	0.523908523908524	0.844998004366915	0.723311546840959	0.976997400559124	251	1	pgi
formaldehyde assimilation II (RuMP Cycle)	0.525987525987526	0.844998004366915	0.720043572984749	0.97258325567708	252	1	pfkA
superpathway of tyrosine biosynthesis	0.53518821603928	0.844998004366915	0.444667773593342	0.970851229639965	326	8	aroB, aroE, pheA, aroK, aroD, aroL, tyrA
superpathway of phenylalanine biosynthesis	0.53518821603928	0.844998004366915	0.444667773593342	0.970851229639965	326	8	aroB, aroE, pheA, aroK, aroD, aroL, tyrA
galactose degradation I (Leloir pathway)	0.545801526717557	0.844998004366915	-0.749455337690632	-0.985365639924638	285	1	galM
cardiolipin biosynthesis I	0.551526717557252	0.844998004366915	-0.74400871459695	-0.978204552425185	288	1	cls
respiration (anaerobic)	0.554987212276215	0.844998004366915	-0.38626309179469	-0.91240564713241	216	8	fumC, gltA
methionine biosynthesis I	0.557251908396947	0.844998004366915	-0.738562091503268	-0.971043464925733	291	1	metH
histidine biosynthesis	0.565055762081784	0.844998004366915	0.645583424209378	0.960909658286908	303	2	hisD, hisG
2-oxoglutarate decarboxylation to succinyl-CoA	0.567741935483871	0.844998004366915	-0.652008012426228	-0.977641194527031	263	2	sucA
adenosine ribonucleotides <i>de novo</i> biosynthesis	0.582167832167832	0.844998004366915	0.577510917030568	0.942733946756819	332	3	atpC, adk, fliI
tetrapyrrole biosynthesis I (from glutamate)	0.584288052373159	0.844998004366915	0.426191589155259	0.930511840446513	356	8	gltU, gltV, gltX, gltW, gltT
L-rhamnose degradation I	0.591603053435115	0.844998004366915	-0.726579520697168	-0.955289072426938	309	1	rhaB
anhydromuropeptides recycling	0.608602150537634	0.844998004366915	-0.611828997918837	-0.917395524244921	282	2	nagA
heme biosynthesis from uroporphyrinogen-III II (anaerobic)	0.627956989247312	0.844998004366915	-0.588876772082879	-0.88298023937776	291	2	hemE, hemH
superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.633828996282528	0.844998004366915	0.621592148309706	0.925200177742462	340	2	pdxA, pdxK
proline biosynthesis III	0.635496183206107	0.844998004366915	-0.69281045751634	-0.910890329930334	332	1	proC
"superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis"	0.641361256544503	0.844998004366915	-0.33993399339934	-0.866239743420855	244	10	ubiC, aroG, trpA, tyrA, aroL, aroD, aroK, pheA, aroE, aroB
ornithine biosynthesis	0.645161290322581	0.844998004366915	-0.574171884631108	-0.860931271482045	299	2	argD
enterobactin biosynthesis	0.646840148698885	0.844998004366915	0.618320610687023	0.920330703122765	347	2	entE, entF
superpathway of hexitol degradation (bacteria)	0.651612903225806	0.844998004366915	0.441590399574464	0.892156033382877	403	6	eno, pfkA, pgk, tpiA, gpmA
pyrimidine deoxyribonucleotide phosphorylation	0.653846153846154	0.844998004366915	0.551318342708466	0.899976955956782	373	3	cmk, tmk, ndk
chorismate biosynthesis I	0.662903225806452	0.844998004366915	0.436563152421532	0.881999361310482	410	6	aroB, aroE, aroK, aroD, aroL
ppGpp biosynthesis	0.666666666666667	0.844998004366915	-0.558342420937841	-0.837196078817432	309	2	relA, ndk
superpathway of <i>N</i>-acetylneuraminate degradation	0.678048780487805	0.844998004366915	0.380128332922198	0.850948239626886	416	9	eno, pfkA, pgk, tpiA, gpmA
isoleucine biosynthesis I (from threonine)	0.682156133828996	0.844998004366915	0.604143947655398	0.899229646437411	366	2	ilvH, ilvM
valine biosynthesis	0.682156133828996	0.844998004366915	0.604143947655398	0.899229646437411	366	2	ilvH, ilvM
isoleucine biosynthesis III	0.682156133828996	0.844998004366915	0.604143947655398	0.899229646437411	366	2	ilvH, ilvM
taurine degradation IV	0.683206106870229	0.844998004366915	-0.664488017429194	-0.873652674933182	357	1	tauD
carnitine degradation I	0.688149688149688	0.844998004366915	0.640522875816993	0.86517239688067	330	1	caiC
phosphopantothenate biosynthesis I	0.688172043010753	0.844998004366915	-0.54525627044711	-0.817574295720148	319	2	panC, panB
heme biosynthesis from uroporphyrinogen-III I (aerobic)	0.690697674418605	0.844998004366915	-0.472707423580786	-0.791675582688474	296	3	hemE, hemH, hemG
superpathway of heme biosynthesis from uroporphyrinogen-III	0.690697674418605	0.844998004366915	-0.472707423580786	-0.791675582688474	296	3	hemE, hemH, hemG
phospholipid biosynthesis I	0.70049504950495	0.844998004366915	-0.431693989071038	-0.802241944958791	282	4	cls, pssA, acpP, cdsA
tRNA processing	0.702602230483271	0.844998004366915	0.595419847328244	0.886244380784885	377	2	rph, cca
thiamin salvage II	0.711895910780669	0.844998004366915	0.589143522684618	0.876902472764259	382	2	pdxK, thiE
superpathway phosphatidate biosynthesis (yeast)	0.713740458015267	0.844998004366915	-0.648148148148148	-0.852169412434825	373	1	gpsA
NAD phosphorylation and dephosphorylation I	0.713754646840149	0.844998004366915	0.588876772082879	0.876505431545491	383	2	pntA, pntB
stearate biosynthesis II (bacteria and plants)	0.71571906354515	0.844998004366915	0.493989071038251	0.874771053764104	427	4	fabA, fabZ, acpP, fabG
palmitate biosynthesis II (bacteria and plants)	0.71571906354515	0.844998004366915	0.493989071038251	0.874771053764104	427	4	fabA, fabZ, acpP, fabG
fatty acid elongation -- saturated	0.71571906354515	0.844998004366915	0.493989071038251	0.874771053764104	427	4	fabA, fabZ, acpP, fabG
<i>cis</i>-vaccenate biosynthesis	0.71571906354515	0.844998004366915	0.493989071038251	0.874771053764104	427	4	fabA, fabZ, acpP, fabG
<i>cis</i>-dodecenoyl biosynthesis	0.71571906354515	0.844998004366915	0.493989071038251	0.874771053764104	427	4	fabA, fabZ, acpP, fabG
guanine and guanosine salvage I	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
superpathway of guanine and guanosine salvage	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
adenine and adenosine salvage III	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
adenine and adenosine salvage I	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
xanthine and xanthosine salvage	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
adenine and adenosine salvage V	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
superpathway of purine deoxyribonucleosides degradation	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
purine ribonucleosides degradation	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
purine deoxyribonucleosides degradation	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
urate biosynthesis/inosine 5'-phosphate degradation	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
