pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Molybdenum Cofactor Biosynthesis	0.143507972665148	0.543819685888982	-0.863980688672721	-1.31857572475541	62	2	moaA
Flavin Biosynthesis	0.149397590361446	0.547330316742081	-0.792154326136211	-1.36303096198355	61	3	ribB
 Superpathways	0.151832460732984	0.547330316742081	0.307184827859656	1.19215525054427	115	111	purE, purM, carA, bioC, bioD, purK, purL, hyfA, purN, purT, pyrB, carB, purH, gltD, eno, gltB, pyrG, guaA, upp, argC, thrA, glnA, entE, wecC, atpC, cmk, pyrH, aceF, hisH, ansA, aceE, nrdF
Trehalose Biosynthesis	0.154901960784314	0.547330316742081	-0.934337997847147	-1.23933215892643	78	1	malS
Glycogen and Starch Biosynthesis	0.159453302961276	0.547330316742081	-0.853448275862069	-1.30250154157365	69	2	glgC, glgA
Thiosulfate Disproportionation	0.16078431372549	0.547330316742081	-0.933261571582347	-1.23790435690001	81	1	sseA
Sugar Alcohol Degradation	0.16078431372549	0.547330316742081	-0.932185145317546	-1.2364765548736	81	1	gatY
Methylglyoxal Detoxification	0.162745098039216	0.547330316742081	-0.930032292787944	-1.23362095082078	82	1	gldA
Ubiquinol Biosynthesis	0.164705882352941	0.547330316742081	-0.928955866523143	-1.23219314879436	83	1	ubiA
Glycan Degradation 	0.17995444191344	0.576982097186701	-0.842672413793103	-1.28605581503863	78	2	malQ, glk
 Glycogen Degradation	0.17995444191344	0.576982097186701	-0.842672413793103	-1.28605581503863	78	2	malQ, glk
<i>N</i>-acetylglucosamine degradation	0.182232346241458	0.576982097186701	-0.84051724137931	-1.28276666973162	79	2	nagA, nagB
4-Hydroxybenzoate Biosynthesis	0.184313725490196	0.576982097186701	-0.922497308934338	-1.22362633663589	93	1	ubiC
Pyruvate Fermentation to Acetate 	0.195652173913043	0.603726708074534	-0.537599868263706	-1.23404095477762	71	7	acs, lldD
Trehalose Degradation	0.226506024096386	0.687091097775572	-0.748651564185545	-1.2881773513749	93	3	glk, treF, galM
Aromatic Compound Degradation 	0.231325301204819	0.687091097775572	-0.736785329018339	-1.26775955473928	95	3	mhpA, mhpD, mhpB
Adenosine Deoxyribonucleotide <i>De Novo</i> Biosynthesis	0.235392320534224	0.687091097775572	0.680406668559615	1.21239004255857	140	4	nrdF, nrdB, ndk
Guanosine Deoxyribonucleotide <i>De Novo</i> Biosynthesis	0.235392320534224	0.687091097775572	0.680406668559615	1.21239004255857	140	4	nrdF, nrdB, ndk
Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis	0.241563055062167	0.695701598579041	0.800644153234367	1.17735777711137	135	2	citG, folX
 Thiamine Biosynthesis	0.250620347394541	0.712289408384485	-0.661987041036717	-1.24664555944582	100	4	thiC, thiG, thiF, thiH
L-leucine Biosynthesis	0.254065040650407	0.712701932214127	0.896663078579117	1.16827958524951	124	1	leuD
Glycolysis	0.260252365930599	0.720698859500121	0.55614191190037	1.16726405434936	164	7	eno, pgi, pfkA, pgk, tpiA, gpmA
Sugar Degradation	0.266304347826087	0.728123280132086	-0.590739249545353	-1.19158883034152	97	5	fucI, gatY, nagA, glk
8-Amino-7-oxononanoate Biosynthesis	0.275459098497496	0.743635287152161	0.658728661412736	1.17376284911405	164	4	bioC, fabZ, acpP, fabG
Electron Transfer	0.27886323268206	0.743635287152161	0.785560344827586	1.15517683809566	156	2	aceF, aceE
Reductant Biosynthesis	0.289293849658314	0.751883674818242	-0.778286622647301	-1.1877925756664	126	2	grxA
Adenosylcobalamin Salvage from Cobinamide 	0.293975903614458	0.751883674818242	-0.701989094260104	-1.20788694687604	121	3	cobT, cobU
 Sulfur Compound Metabolism	0.298039215686275	0.751883674818242	-0.865446716899892	-1.147952829236	151	1	cysN
Activation 	0.298039215686275	0.751883674818242	-0.865446716899892	-1.147952829236	151	1	cysN
Gluconeogenesis	0.302170283806344	0.751883674818242	0.646868250539957	1.15262924665649	180	4	eno, pgi, pgk, gpmA
Other Amino Acid Biosynthesis	0.306910569105691	0.751883674818242	0.869752421959096	1.13321717272701	150	1	thrA
 L-threonine Biosynthesis	0.306910569105691	0.751883674818242	0.869752421959096	1.13321717272701	150	1	thrA
Arsenate Detoxification	0.309803921568627	0.751883674818242	-0.855758880516685	-1.13510261099828	157	1	grxA
 L-glutamine Biosynthesis	0.323170731707317	0.768292682926829	0.861141011840689	1.12199720071982	158	1	glnA
Superpathways	0.336158192090395	0.768292682926829	-0.425980820079023	-1.06304621830391	118	9	lldD, fucI
Purine Riboucleotide <i>De Novo</i> Biosynthesis	0.340694006309148	0.768292682926829	0.529418769825637	1.11117591839766	215	7	guaA, atpC, hisH, adk, fliI, gmk
4-Aminobutanoate Degradation	0.345098039215686	0.768292682926829	-0.842841765339074	-1.11796898668133	175	1	gabD
Aromatic Compound Degradation	0.345098039215686	0.768292682926829	-0.842841765339074	-1.11796898668133	175	1	gabD
L-glutamate Degradation 	0.345098039215686	0.768292682926829	-0.842841765339074	-1.11796898668133	175	1	gabD
L-alanine Biosynthesis	0.349397590361446	0.768292682926829	-0.661099699571586	-1.13753006168542	144	3	dadX
Thiazole Biosynthesis	0.349397590361446	0.768292682926829	-0.661272923408846	-1.13782812160348	144	3	thiG, thiF, thiH
L-arginine Biosynthesis 	0.352253756260434	0.768292682926829	0.617749711202875	1.10074405978603	210	4	carA, carB, argC
Lipopolysaccharide Biosynthesis 	0.355691056910569	0.768292682926829	0.846071044133477	1.10236224970722	174	1	wecC
UDP-sugar Biosynthesis	0.355691056910569	0.768292682926829	0.846071044133477	1.10236224970722	174	1	wecC
Metabolic Clusters 	0.367283950617284	0.785478547854786	0.483572989128925	1.08808315296226	237	9	cmk, nrdF, nrdB, dut, thyA, tmk, gmk
Phenolic Compound Degradation	0.389521640091116	0.82486935548707	-0.735991379310345	-1.12324312234192	170	2	mhpA, mhpB
Reductant Biosynthesis 	0.398633257403189	0.8279306115297	-0.728448275862069	-1.1117311137674	174	2	pepN, ggt
 Sugar Alcohol Degradation 	0.398633257403189	0.8279306115297	-0.728448275862069	-1.1117311137674	174	2	pepN, ggt
 Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis	0.406940063091483	0.837133844073907	0.502968455693963	1.05566041012271	257	7	nrdF, nrdB, dut, thyA, tmk, ndk
Porphyrin Compound Biosynthesis	0.429411764705882	0.846932297695956	-0.808396124865447	-1.07227932183611	218	1	cysG
6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis	0.43921568627451	0.846932297695956	-0.801937567276642	-1.06371250967764	223	1	folE
Pyruvate Fermentation to Acetate	0.44633730834753	0.846932297695956	0.629989212513484	1.02597022217467	261	3	aceF, aceE, lpdA
Pyrimidine Nucleotide Degradation 	0.466666666666667	0.846932297695956	-0.793326157158235	-1.05229009346633	237	1	deoA
Pyrimidine Deoxyribonucleoside Degradation	0.466666666666667	0.846932297695956	-0.793326157158235	-1.05229009346633	237	1	deoA
Lactose Degradation	0.480392156862745	0.846932297695956	-0.790096878363832	-1.04800668738709	244	1	lacZ
CO<sub>2</sub> Fixation	0.482915717539863	0.846932297695956	-0.679956896551724	-1.03772534435981	211	2	pflD, pflA
Pyruvate Fermentation to Ethanol	0.482915717539863	0.846932297695956	-0.679956896551724	-1.03772534435981	211	2	pflD, pflA
L-methionine <i>De Novo</i> Biosynthesis 	0.483126110124334	0.846932297695956	0.704613962935157	1.03614411692348	271	2	thrA, metH
Sucrose Biosynthesis 	0.486678507992895	0.846932297695956	0.700431034482759	1.02999306551739	273	2	pgi, pgk
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	0.496078431372549	0.846932297695956	-0.779332615715823	-1.03372866712296	252	1	thiC
Generation of Precursor Metabolite and Energy 	0.501577287066246	0.846932297695956	0.470037357279084	0.986542642467724	317	7	eno, pgi, pfkA, pgk, tpiA, gpmA
Urea Degradation	0.512776831345826	0.846932297695956	0.604852972745751	0.985034547425182	300	3	ureA, ureB, ureC
L-isoleucine Biosynthesis 	0.517887563884157	0.846932297695956	0.60302049622438	0.982050264033631	303	3	thrA, ilvH, ilvM
Glycine Biosynthesis	0.530487804878049	0.846932297695956	0.761033369214209	0.991565026136137	260	1	glyA
|Respiration|	0.533029612756264	0.846932297695956	-0.647305177093621	-0.987893484442758	233	2	sucA
Fermentation to Acetate 	0.533029612756264	0.846932297695956	-0.647305177093621	-0.987893484442758	233	2	sucA
Galactose Degradation	0.537254901960784	0.846932297695956	-0.747039827771798	-0.990894606330577	273	1	galM
L-threonine Degradation	0.537349397590361	0.846932297695956	-0.535059331175836	-0.920657011933647	222	3	pflD, pflA, tdh
 L-tyrosine Biosynthesis	0.539556962025316	0.846932297695956	0.444276079881157	0.962245576889028	340	8	aroB, aroE, pheA, aroK, aroD, aroL, tyrA
L-phenylalanine Biosynthesis 	0.539556962025316	0.846932297695956	0.444276079881157	0.962245576889028	340	8	aroB, aroE, pheA, aroK, aroD, aroL, tyrA
Cardiolipin Biosynthesis	0.543137254901961	0.846932297695956	-0.741657696447793	-0.983755596198512	276	1	cls
L-methionine <i>De Novo</i> Biosynthesis	0.545098039215686	0.846932297695956	-0.736275565123789	-0.976616586066448	277	1	metH
Anaerobic Respiration	0.548648648648649	0.846932297695956	-0.381390136281095	-0.929057024269925	202	8	fumC, gltA
Amino Acid Biosynthesis 	0.550531914893617	0.846932297695956	-0.415982914839802	-0.921066719076848	206	6	aspA, ansB
L-rhamnose Degradation	0.562745098039216	0.846932297695956	-0.72443487621098	-0.960910763775905	286	1	rhaB
Anhydromuropeptide Recycling	0.585421412300683	0.846932297695956	-0.607875889958095	-0.927717948643243	256	2	nagA
Tetrapyrrole Biosynthesis	0.585443037974684	0.846932297695956	0.424372415926631	0.919136768039244	369	8	gltU, gltV, gltX, gltW, gltT, hemA
L-histidine Biosynthesis	0.591474245115453	0.846932297695956	0.643318965517241	0.946009015559819	332	2	hisD, hisG
L-serine Biosynthesis	0.59349593495935	0.846932297695956	0.730893433799785	0.952295124110943	291	1	serB
L-asparagine Biosynthesis	0.607723577235772	0.846932297695956	0.727664155005382	0.948087634608244	298	1	asnB
L-asparagine Biosynthesis 	0.607723577235772	0.846932297695956	0.727664155005382	0.948087634608244	298	1	asnB
Carbohydrate Biosynthesis 	0.626016260162602	0.846932297695956	0.720129171151776	0.938270159101945	307	1	pgi
GDP-sugar Biosynthesis	0.626016260162602	0.846932297695956	0.720129171151776	0.938270159101945	307	1	pgi
Formaldehyde Assimilation	0.630081300813008	0.846932297695956	0.716899892357374	0.934062669599246	309	1	pfkA
L-Ornithine Biosynthesis	0.630979498861048	0.846932297695956	-0.569171743616555	-0.868649096199635	276	2	argD
 Vitamin B<sub>6</sub> Biosynthesis	0.632326820603908	0.846932297695956	0.619612068965517	0.911147711803846	355	2	pdxA, pdxK
Vitamin B<sub>6</sub> Biosynthesis	0.632326820603908	0.846932297695956	0.619612068965517	0.911147711803846	355	2	pdxA, pdxK
Sugar Alcohol Degradation 	0.638977635782748	0.846932297695956	0.439269427373974	0.879454041796622	399	6	eno, pfkA, pgk, tpiA, gpmA
Siderophore Biosynthesis 	0.63943161634103	0.846932297695956	0.616379310344828	0.906393897655304	359	2	entE, entF
Metabolic Regulator Biosynthesis	0.644646924829157	0.846932297695956	-0.558189655172414	-0.851888634514077	282	2	relA, ndk
Chorismate Biosynthesis 	0.651757188498403	0.846932297695956	0.436171977331561	0.873252688391839	407	6	aroB, aroE, aroK, aroD, aroL
Taurine Degradation	0.656862745098039	0.846932297695956	-0.66307857911733	-0.879526048270368	334	1	tauD
Folate Biosynthesis	0.660746003552398	0.846932297695956	0.603497695353832	0.887451313074956	371	2	glyA, folP
Stearate Biosynthesis	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
Adenosylcobalamin Biosynthesis from Cobyrinate Diamide	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
Palmitate Biosynthesis	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
(5Z)-dodecenoate Biosynthesis	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
Unsaturated Fatty Acid Biosynthesis	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
Fatty Acid Biosynthesis	0.66110183639399	0.846932297695956	0.493520518358531	0.879384917732917	395	4	fabA, fabZ, acpP, fabG
Phosphopantothenate Biosynthesis	0.665148063781321	0.846932297695956	-0.545258620689655	-0.832153762672052	291	2	panC, panB
Phospholipid Biosynthesis 	0.669975186104218	0.846932297695956	-0.43304535637149	-0.815505496472713	269	4	cls, pssA, acpP, cdsA
L-isoleucine Biosynthesis	0.671403197158082	0.846932297695956	0.602370689655172	0.885794036344956	377	2	ilvH, ilvM
L-valine Biosynthesis	0.671403197158082	0.846932297695956	0.602370689655172	0.885794036344956	377	2	ilvH, ilvM
Heme <i>b</i> Biosynthesis 	0.681927710843373	0.846932297695956	-0.473570658036677	-0.814855702094498	282	3	hemE, hemH, hemG
Heme <i>b</i> Biosynthesis	0.681927710843373	0.846932297695956	-0.473570658036677	-0.814855702094498	282	3	hemE, hemH, hemG
 L-tryptophan Biosynthesis	0.686486486486486	0.846932297695956	-0.341648590021692	-0.832247591630497	253	8	ubiC, aroG, trpA, aroL, aroD, aroK, aroE, aroB
 Pyrimidine Nucleotide Salvage	0.686541737649063	0.846932297695956	0.54682787479535	0.890537655330216	402	3	cmk, tmk, ndk
Nucleic Acid Processing	0.690941385435169	0.846932297695956	0.59375	0.873117198615511	388	2	rph, cca
Fermentation to Alcohols 	0.691489361702128	0.846932297695956	-0.367084807344851	-0.812796841077686	259	6	fadA, gldA
Phospholipid Biosynthesis	0.698039215686274	0.846932297695956	-0.646932185145318	-0.858109017874174	355	1	gpsA
 Thiamine Salvage	0.701598579040853	0.846932297695956	0.587176369674427	0.863450588603557	394	2	pdxK, thiE
NAD Metabolism	0.701598579040853	0.846932297695956	0.587284482758621	0.863609570318428	394	2	pntA, pntB
L-tyrosine Biosynthesis	0.703374777975133	0.846932297695956	0.585166881459845	0.86049560970576	395	2	pheA, tyrA
L-phenylalanine Biosynthesis	0.703374777975133	0.846932297695956	0.585166881459845	0.86049560970576	395	2	pheA, tyrA
Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis	0.703470031545741	0.846932297695956	0.444324324324324	0.849647344869527	445	5	dut, thyA, tmk, dcd, ndk
 Pyruvate Fermentation to Ethanol 	0.703470031545741	0.846932297695956	0.444324324324324	0.849647344869527	445	5	dut, thyA, tmk, dcd, ndk
Guanine and Guanosine Salvage	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Purine Nucleotide Salvage	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Adenosine Nucleotide Degradation	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Adenine and Adenosine Salvage	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Nucleoside and Nucleotide Degradation 	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Guanosine Nucleotide Degradation	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Purine Nucleotide Degradation	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Guanine and Guanosine Salvage 	0.705882352941177	0.846932297695956	-0.640473627556512	-0.849542205715696	359	1	deoD
Phosphatidylethanolamine Biosynthesis 	0.715686274509804	0.846932297695956	-0.636167922497309	-0.843830997610045	364	1	pssA
 Phosphatidylserine Biosynthesis	0.715686274509804	0.846932297695956	-0.636167922497309	-0.843830997610045	364	1	pssA
L-asparagine Degradation	0.71753986332574	0.846932297695956	-0.521290311643869	-0.795574206108396	314	2	ansB
Chorismate Biosynthesis	0.731218697829716	0.858387167017493	0.465617438903785	0.829665511309007	437	4	aroE, aroK, aroD, aroL
3-Dehydroquinate Biosynthesis	0.747779751332149	0.869965477560414	0.563148333981649	0.828117045509136	420	2	aroB, aroG
L-lysine Biosynthesis	0.749582637729549	0.869965477560414	0.458543005018615	0.817059854140365	448	4	thrA, dapD, dapA
Fermentation to Lactate 	0.753164556962025	0.869965477560414	0.367914363762336	0.796855795835215	475	8	eno, pgi, pfkA, pgk, tpiA, gpmA
Carnitine Degradation	0.758130081300813	0.871043072132849	0.638320775026911	0.831680425033563	372	1	caiC
Carboxylate Degradation 	0.763380281690141	0.872434607645875	-0.299807015304844	-0.786154676485348	270	10	acs
Reactive Oxygen Specie Degradation	0.776470588235294	0.882724458204334	-0.597416576964478	-0.792430124659179	395	1	katE
 Purine Nucleotide Salvage	0.785876993166287	0.884764563018813	-0.491379310344828	-0.749925129996948	344	2	ndk, gmk
Thiamine Salvage	0.796747967479675	0.884764563018813	0.618945102260495	0.806435488017367	391	1	pdxK
NAD Biosynthesis	0.796747967479675	0.884764563018813	0.616792249730893	0.803630495015568	391	1	nadE
Phosphatidylglycerol Biosynthesis 	0.802841918294849	0.884764563018813	0.533405172413793	0.784379334509398	451	2	cdsA, acpP
Lipoate Biosynthesis	0.802841918294849	0.884764563018813	0.533405172413793	0.784379334509398	451	2	lipB, acpP
CDP-diacylglycerol Biosynthesis	0.802841918294849	0.884764563018813	0.533405172413793	0.784379334509398	451	2	cdsA, acpP
Sulfur Compound Metabolism 	0.811170212765957	0.889404903337293	-0.321039523412761	-0.710843666831035	304	6	cysN, cysJ
UDP-<i>N</i>-acetyl-D-glucosamine Biosynthesis	0.843694493783304	0.919025520094662	0.505387931034483	0.743179611888702	474	2	pgi, glmU
Fatty Acid Biosynthesis 	0.863232682060391	0.919025520094662	0.492456896551724	0.724164355294535	485	2	acpP, fabG
Aromatic Compound Biosynthesis	0.863232682060391	0.919025520094662	0.492456896551724	0.724164355294535	485	2	acpP, fabG
Palmitoleate Biosynthesis	0.863232682060391	0.919025520094662	0.492456896551724	0.724164355294535	485	2	acpP, fabG
 Lipopolysaccharide Biosynthesis	0.863713798977853	0.919025520094662	0.455610405391934	0.74198525873179	506	3	lpxD, acpP, lpxC
Fatty Acid and Lipid Biosynthesis 	0.863713798977853	0.919025520094662	0.455610405391934	0.74198525873179	506	3	lpxD, acpP, lpxC
ADP-sugar Biosynthesis	0.870159453302961	0.921345303497253	-0.435344827586207	-0.66440735201484	381	2	gmhA, rfaD
Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis 	0.899488926746167	0.943153437753262	0.42972202034266	0.699824676243754	527	3	acpS, acpP, acpD
 Interconversions	0.899488926746167	0.943153437753262	0.42972202034266	0.699824676243754	527	3	acpS, acpP, acpD
Fatty Acid and Lipid Biosynthesis	0.907843137254902	0.947314578005115	-0.538213132400431	-0.713901013206467	462	1	birA
 pyruvate fermentation to lactate 	0.928039702233251	0.963319818745528	-0.319796667415847	-0.602237008650785	373	4	lldD
L-cysteine Biosynthesis	0.932504440497336	0.963319818745528	0.451019136235527	0.663229582740128	524	2	cysM, cysE
Sugar Degradation 	0.936560934891486	0.963319818745528	0.334572887465185	0.596162348219722	560	4	eno, pgk, gpmA
Glycine Degradation	0.943052391799544	0.965025310630465	-0.37176724137931	-0.567377565458217	413	2	gcvT, lpdA
Fatty Acid Biosynthesis Initiation	0.947154471544715	0.965025310630465	0.532831001076426	0.694235767945386	465	1	acpP
L-proline Biosynthesis	0.962699822380107	0.97554347826087	0.420382483257142	0.618177980848014	541	2	proA, proC
